,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7370,4,Canary Avenue,Shannon,Scott,9,Daughter,NA,Female,Student,None,NA
7371,5,Canary Avenue,Shirley,Reed,61,Head,Single,Female,"Engineer, civil (contracting)",None,None
7372,5,Canary Avenue,Gary,Wright,63,Partner,Single,Male,Photographer,None,None
7373,5,Canary Avenue,Geraldine,Reed,34,Daughter,Single,female,"Education officer, museum",None,None
7374,5,Canary Avenue,Rebecca,Reed,31,Daughter,Divorced,Female,"Solicitor, Scotland",None,None
7375,5,Canary Avenue,Carl,Reed,27,Son,Single,Male,Environmental manager,None,None
7376,5,Canary Avenue,Douglas,Reed,23,Son,Divorced,Male,Adult guidance worker,None,None
7377,5,Canary Avenue,Lynda,Reed,22,Daughter,Divorced,Female,University Student,None,None
7378,5,Canary Avenue,Damian,Reed,19,Son,Single,Male,University Student,None,None
7379,5,Canary Avenue,Jeffrey,Reed,15,Son,NA,Male,Student,None,NA
7380,6,Canary Avenue,Helen,Ward,47,Head,Married,Female,"Research officer, government",None,Christian
7381,6,Canary Avenue,Stanley,Ward,49,Husband,Married,Male,Early years teacher,None,None
7382,6,Canary Avenue,Nathan,Ward,6,Son,NA,Male,Student,None,NA
7383,6,Canary Avenue,Lindsey,Ward,1,Daughter,NA,Female,Child,None,NA
7384,6,Canary Avenue,Abbie,O'Neill,34,Lodger,Divorced,Female,Recruitment consultant,None,None
7385,6,Canary Avenue,Julian,Perry,30,Lodger,Widowed,Male,Charity fundraiser,None,None
7386,6,Canary Avenue,Tracey,Davies,58,Lodger,Single,Female,Waste management officer,None,Christian
7387,6,Canary Avenue,Ryan,Giles,45,Lodger,Single,Male,Naval architect,None,Methodist
7388,6,Canary Avenue,Leonard,Pearce,40,Visitor,Divorced,Male,Chartered accountant,None,Christian
7389,6,Canary Avenue,Michelle,Wallace,47,Lodger,Single,Female,Agricultural consultant,None,Catholic
7390,7,Canary Avenue,Hannah,Robertson,83,Head,Married,Female,"Retired Pharmacist, community",None,Catholic
7391,7,Canary Avenue,Stephen,Robertson,87,Husband,Married,Male,Retired Television floor manager,None,None
7392,7,Canary Avenue,Clifford,Stewart,52,Son,Single,Male,General practice doctor,None,Catholic
7393,7,Canary Avenue,Keith,Stewart,50,Son,Single,Male,Make,None,Catholic
7394,7,Canary Avenue,Julian,Stewart,42,Son,Single,Male,Petroleum engineer,None,Catholic
7395,8,Canary Avenue,Marian,Griffiths,36,Head,Single,Female,Osteopath,None,Christian
7396,8,Canary Avenue,Kenneth,Jones,39,Partner,Single,Male,Community development worker,None,Christian
7397,8,Canary Avenue,Hannah,Griffiths,11,Daughter,NA,Female,Student,None,NA
7398,8,Canary Avenue,Amanda,Edwards,11,Daughter,NA,Female,Student,None,NA
7399,8,Canary Avenue,Frederick,Edwards,10,Son,NA,Male,Student,None,NA
7400,9,Canary Avenue,Colin,Bird,21,Head,Single,Male,University Student,None,Christian
7401,9,Canary Avenue,Deborah,Black,18,None,Single,Female,University Student,None,Catholic
7402,9,Canary Avenue,Abigail,Brown,19,None,Single,Female,University Student,None,None
7403,9,Canary Avenue,Joanne,Davies,18,None,Single,Female,University Student,None,None
7404,9,Canary Avenue,Alexander,Whitehead,18,None,Single,Male,University Student,None,None
7405,9,Canary Avenue,Marcus,Mitchell,20,None,Single,Male,University Student,None,Christian
7406,9,Canary Avenue,Sam,Vaughan,21,None,Single,M,University Student,None,None
7407,9,Canary Avenue,Brenda,Moore,19,None,Single,Female,University Student,None,Christian
7408,9,Canary Avenue,William,Mitchell,20,None,Single,m,University Student,None,Catholic
7409,9,Canary Avenue,Sally,Clayton,21,None,Single,Female,University Student,None,None
7410,9,Canary Avenue,Abigail,Allen,21,None,Single,Female,University Student,None,None
7411,9,Canary Avenue,Joshua,Smith,22,None,Single,Male,University Student,None,Christian
7412,9,Canary Avenue,Ruth,Mellor,32,None,Single,Female,PhD Student,None,Christian
7413,10,Canary Avenue,Christopher,Parsons,40,Head,Married,Male,Paramedic,None,Catholic
7414,10,Canary Avenue,Alice,Parsons,39,Wife,Married,Female,Horticultural consultant,None,Catholic
7415,10,Canary Avenue,Natalie,Parsons,17,Daughter,NA,Female,Student,None,NA
7416,11,Canary Avenue,Alison,Green,23,Head,Married,Female,Unemployed,None,None
7417,11,Canary Avenue,Bernard,Green,26,Husband,Married,Male,"Editor, film/video",None,None
7418,11,Canary Avenue,Samuel,Buckley,28,Lodger,Single,Male,Barrister,None,Christian
7419,11,Canary Avenue,Anna,Baker,53,Sibling,Divorced,Female,Unemployed,None,None
7420,11,Canary Avenue,Harriet,White,57,Lodger,Single,Female,Government social research officer,None,Christian
7421,12,Canary Avenue,Marion,Jones,40,Head,Married,Female,"Engineer, site",None,Christian
7422,12,Canary Avenue,Stanley,Jones,46,Husband,Married,Male,Arts development officer,None,Christian
7423,12,Canary Avenue,Daniel,Jones,9,Son,NA,Male,Student,None,NA
7424,12,Canary Avenue,Gail,Jones,6,Daughter,NA,Female,Student,None,NA
7425,12,Canary Avenue,Michael,Jones,2,Son,NA,Male,Child,None,NA
7426,13,Canary Avenue,Gerald,Clark,32,Head,Single,Male,Volunteer coordinator,None,Catholic
7427,13,Canary Avenue,Martin,Clark,2,Son,NA,Male,Child,None,NA
7428,13,Canary Avenue,Mary,Khan,47,Sibling,Single,Female,Consulting civil engineer,None,Christian
7429,13,Canary Avenue,George,Thomas,57,Sibling,Single,Male,"Conservator, museum/gallery",None,Christian
7430,14,Canary Avenue,Matthew,Stevens,36,Head,Divorced,Male,Web designer,None,Catholic
7431,14,Canary Avenue,Paige,Stevens,9,Step-Daughter,NA,Female,Student,None,NA
7432,15,Canary Avenue,Jennifer,Murray,50,Head,Widowed,Female,Barrister,None,Catholic
7433,15,Canary Avenue,Kathleen,Murray,23,Daughter,Single,Female,"Surveyor, mining",None,Catholic
7434,15,Canary Avenue,Lisa,Murray,23,Daughter,Divorced,Female,"Teacher, English as a foreign language",None,Catholic
7435,15,Canary Avenue,Olivia,Murray,21,Daughter,Single,Female,Research scientist (medical),None,None
7436,15,Canary Avenue,Pamela,Murray,18,Daughter,Single,Female,Student,None,None
7437,15,Canary Avenue,Lindsey,Murray,16,Daughter,NA,Female,Student,None,NA
7438,15,Canary Avenue,Josh,Murray,16,Son,NA,Male,Student,None,NA
7439,15,Canary Avenue,June,Murray,16,Daughter,NA,Female,Student,None,NA
7440,15,Canary Avenue,Terence,Murray,13,Son,NA,Male,Student,None,NA
7441,15,Canary Avenue,Louis David,Murray,7,Son,NA,Male,Student,None,NA
7442,16,Canary Avenue,Danny,Mills,45,Head,Single,Male,"Designer, ceramics/pottery",None,None
7443,16,Canary Avenue,Alison,Rice,45,Partner,Single,Female,Art therapist,None,None
7444,16,Canary Avenue,Pauline,Mills,16,Daughter,NA,Female,Student,None,NA
7445,16,Canary Avenue,Melanie,Mills,11,Daughter,NA,Female,Student,None,NA
7446,16,Canary Avenue,Lynda,Mills,9,Daughter,NA,Female,Student,None,NA
7447,17,Canary Avenue,Teresa,Newton,49,Head,Divorced,Female,Phytotherapist,None,Methodist
7448,17,Canary Avenue,Jake,Newton,18,Son,Single,Male,Student,None,Methodist
7449,17,Canary Avenue,Hazel,Newton,17,Daughter,NA,Female,Student,None,NA
7450,17,Canary Avenue,Laura,Newton,13,Daughter,NA,Female,Student,None,NA
7451,17,Canary Avenue,Charlene,Newton,12,Daughter,NA,Female,Student,None,NA
7452,17,Canary Avenue,Barbara,Newton,11,Daughter,NA,Female,Student,None,NA
7453,17,Canary Avenue,Kathleen,Newton,11,Daughter,NA,Female,Student,None,NA
7454,18,Canary Avenue,Melanie,Brooks,52,Head,Single,Female,Counsellor,None,Christian
7455,18,Canary Avenue,Russell,Wilkinson,56,Partner,Single,Male,Mechanical engineer,Mental Disability,Christian
7456,18,Canary Avenue,Barbara,Brooks,21,Daughter,Single,Female,University Student,None,Christian
7457,18,Canary Avenue,Danielle,Brooks,21,Daughter,Single,Female,University Student,None,Christian
7458,18,Canary Avenue,Margaret,Brooks,5,Daughter,NA,Female,Student,None,NA
7459,19,Canary Avenue,Stacey,Kent,58,Head,Married,Female,Geographical information systems officer,None,Catholic
7460,19,Canary Avenue,George,Kent,60,Husband,Married,Male,"Programmer, applications",None,Catholic
7461,19,Canary Avenue,Wendy,Kent,23,Daughter,Single,Female,Sales promotion account executive,None,None
7462,19,Canary Avenue,Cameron,Kent,22,Son,Single,Male,University Student,None,Catholic
7463,19,Canary Avenue,Diane,Kent,0,Daughter,NA,Female,Child,None,NA
7464,20,Canary Avenue,Joe,Price,46,Head,Single,Male,Warden/ranger,None,Catholic
7465,20,Canary Avenue,Maureen,Baker,39,Partner,Single,Female,Data scientist,None,Catholic
7466,20,Canary Avenue,Amber,Price,5,Daughter,NA,Female,Student,None,NA
7467,20,Canary Avenue,Gary,Price,1,Son,NA,Male,Child,None,NA
7468,20,Canary Avenue,Amy,Price,0,Daughter,NA,Female,Child,None,NA
7469,20,Canary Avenue,Charlie,Freeman,21,Visitor,Single,Male,"Engineer, automotive",None,None
7470,21,Canary Avenue,Patrick,Dixon,47,Head,Single,Male,Horticultural consultant,None,Methodist
7471,21,Canary Avenue,Carolyn,Sims,39,None,Single,Female,Office manager,None,Catholic
7472,21,Canary Avenue,Josh,Cameron,23,None,Single,Male,Actor,None,Catholic
7473,21,Canary Avenue,Geoffrey,Smith,38,None,Single,Male,Technical sales engineer,None,Christian
7474,21,Canary Avenue,Ricky,Bradshaw,58,None,Single,Male,Naval architect,None,None
7475,22,Canary Avenue,Eleanor,Davies,62,Head,Married,Female,"Psychologist, forensic",None,Christian
7476,22,Canary Avenue,John,Davies,62,Husband,Married,Male,"Journalist, newspaper",None,None
7477,22,Canary Avenue,Lewis,Davies,29,Son,Single,Male,Commercial/residential surveyor,None,Christian
7478,22,Canary Avenue,Georgina,Davies,27,Daughter,Single,Female,Air broker,None,None
7479,22,Canary Avenue,Jayne,Davies,26,Daughter,Divorced,Female,"Sound technician, broadcasting/film/video",None,Christian
7480,23,Canary Avenue,Eleanor,Winter-Black,54,Head,Married,Female,Planning and development surveyor,None,Christian
7481,23,Canary Avenue,Cameron,Winter-Black,58,Husband,Married,Male,Drilling engineer,None,Christian
7482,23,Canary Avenue,Christine,Winter-Black,25,Daughter,Single,Female,Geographical information systems officer,None,Christian
7483,23,Canary Avenue,Julie,Winter-Black,20,Daughter,Single,Female,University Student,None,None
7484,23,Canary Avenue,Barbara,Winter-Black,17,Daughter,NA,Female,Student,None,NA
7485,24,Canary Avenue,Katie,Wallace,59,Head,Married,Female,Mechanical engineer,None,Catholic
7486,24,Canary Avenue,Darren,Wallace,61,Husband,Married,Male,Unemployed,None,Catholic
7487,24,Canary Avenue,Arthur,Wallace,23,Son,Single,Male,Tree surgeon,None,Catholic
7488,24,Canary Avenue,Sharon,Wallace,21,Daughter,Single,Female,"Scientist, audiological",None,Catholic
7489,24,Canary Avenue,Scott,Wallace,14,Son,NA,Male,Student,None,NA
7490,25,Canary Avenue,James,Godfrey,30,Head,Married,Male,Animal technologist,None,Catholic
7491,25,Canary Avenue,Valerie,Godfrey,26,Wife,Married,Female,"Designer, furniture",None,None
7492,26,Canary Avenue,Julia,Stevenson,82,Head,Married,Female,"Retired Civil engineer, consulting",None,None
7493,26,Canary Avenue,Robert,Stevenson,85,Husband,Married,Male,Retired Farm manager,None,None
7494,26,Canary Avenue,Irene,Stevenson,41,Daughter,Single,Female,"Civil engineer, consulting",None,None
7495,26,Canary Avenue,Stanley,Stevenson,35,Son,Single,Male,Clinical research associate,None,None
7496,26,Canary Avenue,Emily,Stevenson,33,Daughter,Divorced,Female,Public relations officer,None,None
7497,27,Canary Avenue,Geraldine,Brown,49,Head,Married,Female,Quantity surveyor,None,Christian
7498,27,Canary Avenue,Kenneth,Brown,48,Husband,Married,Male,Ambulance person,None,Christian
7499,27,Canary Avenue,Max,Brown,31,Son,Divorced,Male,Environmental health practitioner,None,None
7500,27,Canary Avenue,Sarah,Brown,29,Daughter,Single,Female,"Journalist, magazine",None,Christian
7501,27,Canary Avenue,Kathryn,Brown,26,Daughter,Single,Female,Historic buildings inspector/conservation officer,None,None
7502,27,Canary Avenue,Gordon,Brown,14,Son,NA,Male,Student,None,NA
7503,28,Canary Avenue,Jane,Abbott,33,Head,Married,Female,Mudlogger,None,Muslim
7504,28,Canary Avenue,Alan,Abbott,33,Husband,Married,Male,Diagnostic radiographer,None,Muslim
7505,28,Canary Avenue,Anna,Abbott,7,Daughter,NA,Female,Student,None,NA
7506,28,Canary Avenue,Anne,Abbott,2,Daughter,NA,Female,Child,None,NA
7507,28,Canary Avenue,Lawrence,Abbott,1,Son,NA,Male,Child,None,NA
7508,28,Canary Avenue,Clifford,Carroll,24,Lodger,Divorced,Male,Horticultural consultant,None,None
7509,28,Canary Avenue,Amy,Hall,25,Sibling,Divorced,Female,Manufacturing systems engineer,None,None
7510,28,Canary Avenue,Guy,Stevens,62,Lodger,Single,Male,Chief Marketing Officer,None,Methodist
7511,28,Canary Avenue,Donald,Middleton,28,Lodger,Single,Male,Optometrist,None,Methodist
7512,29,Canary Avenue,Jessica,Clayton,59,Head,Single,Female,Optometrist,None,None
7513,29,Canary Avenue,Glenn,Taylor,61,Partner,Single,Male,"Surveyor, minerals",None,None
7514,29,Canary Avenue,Bradley,Clayton,23,Son,Single,Male,Hydrogeologist,None,None
7515,29,Canary Avenue,Emma,Clayton,3,Daughter,NA,Female,Child,None,NA
7516,30,Canary Avenue,Jacqueline,Watson,33,Head,Widowed,Female,"Teacher, primary school",None,Catholic
7517,30,Canary Avenue,Jayne,Watson,0,Daughter,NA,Female,Child,None,NA
7518,30,Canary Avenue,Howard,Wright,47,Lodger,Divorced,Male,Sports administrator,None,Christian
7519,30,Canary Avenue,Victoria,Thompson,50,Lodger,Single,Female,"Geologist, wellsite",None,Christian
7520,30,Canary Avenue,Jamie,Singh,21,Lodger,Single,Male,University Student,None,None
7521,31,Canary Avenue,Brenda,Atkinson,39,Head,Single,Female,Art therapist,None,None
7522,31,Canary Avenue,Gerard,Atkinson,3,Son,NA,Male,Child,None,NA
7523,31,Canary Avenue,Steven,Atkinson,1,Son,NA,Male,Child,None,NA
7524,32,Canary Avenue,Charlene,Sutton,44,Head,Divorced,Female,"Surveyor, insurance",None,None
7525,32,Canary Avenue,Robert,Sutton,3,Son,NA,Male,Child,None,NA
7526,32,Canary Avenue,Sally,Sutton,0,Daughter,NA,Female,Child,None,NA
7527,32,Canary Avenue,Jordan,Bailey,25,Lodger,Divorced,Male,Town planner,None,Muslim
7528,32,Canary Avenue,Caroline,Jackson,32,Lodger,Single,Female,Research scientist (medical),None,None
7529,33,Canary Avenue,Conor,Evans,60,Head,Single,Male,Nature conservation officer,None,None
7530,33,Canary Avenue,Jeffrey,Evans,33,Son,Divorced,Male,Food technologist,None,None
7531,33,Canary Avenue,Katie,Evans,27,Daughter,Single,Female,Television camera operator,None,None
7532,33,Canary Avenue,Christopher,Evans,26,Son,Divorced,Male,Data scientist,None,None
7533,33,Canary Avenue,Teresa,Evans,26,Daughter,Single,Female,Dramatherapist,None,None
7534,34,Canary Avenue,Douglas,Matthews,57,Head,Single,Male,Writer,None,Methodist
7535,34,Canary Avenue,Charlie,May,27,None,Single,Male,"Engineer, site",None,Christian
7536,34,Canary Avenue,Paige,Slater,34,None,Single,Female,Probation officer,None,Muslim
7537,34,Canary Avenue,Wendy,Begum,36,None,Single,Female,Chief Marketing Officer,None,Christian
7538,34,Canary Avenue,James,Pearce,20,None,Single,Male,University Student,None,Jewish
7539,35,Canary Avenue,Dawn,Richards,26,Head,Single,Female,"Designer, industrial/product",None,Christian
7540,35,Canary Avenue,Diana,Wade,58,None,Single,Female,"Designer, multimedia",None,Christian
7541,35,Canary Avenue,Charlene,Harris,50,None,Single,Female,"Research officer, government",None,Catholic
7542,35,Canary Avenue,Cheryl,Taylor,59,None,Single,Female,Microbiologist,None,Christian
7543,35,Canary Avenue,Alexander,Hewitt,52,None,Single,Male,"Exhibitions officer, museum/gallery",None,None
7544,36,Canary Avenue,Karen,Winter,52,Head,Married,Female,Sports administrator,None,None
7545,36,Canary Avenue,Josh,Winter,54,Husband,Married,Male,Radio producer,None,None
7546,36,Canary Avenue,Sylvia,Winter,26,Daughter,Divorced,Female,Web designer,None,None
7547,36,Canary Avenue,Catherine,Winter,23,Daughter,Single,Female,Advertising account planner,None,None
7548,36,Canary Avenue,Hilary,Winter,22,Daughter,Single,Female,University Student,None,None
7549,36,Canary Avenue,Fiona,Winter,22,Daughter,Widowed,Female,Fine artist,None,None
7550,36,Canary Avenue,John,Winter,19,Son,Single,Male,University Student,None,None
7551,36,Canary Avenue,Douglas,Winter,16,Son,NA,Male,Student,None,NA
7552,36,Canary Avenue,Steven,Winter,14,Son,NA,Male,Student,None,NA
7553,37,Canary Avenue,Naomi,Richardson,59,Head,Married,Female,Multimedia specialist,None,Christian
7554,37,Canary Avenue,Bernard,Richardson,59,Husband,Married,Male,Unemployed,None,Christian
7555,37,Canary Avenue,Emily,Singh-Richardson,34,Daughter,D,Female,Contractor,None,Christian
7556,37,Canary Avenue,Kathryn,Singh-Richardson,33,Daughter,Single,Female,Unemployed,None,Christian
7557,37,Canary Avenue,Amelia,Singh-Richardson,29,Daughter,Single,Female,Analytical chemist,None,Christian
7558,37,Canary Avenue,Alice,Singh-Richardson,26,Daughter,Single,Female,Proofreader,None,None
7559,37,Canary Avenue,Lorraine,Singh-Richardson,24,Daughter,Single,Female,Magazine journalist,None,None
7560,37,Canary Avenue,Janice,Davies-Singh-Richardson,24,Daughter,Single,Female,"Designer, ceramics/pottery",None,Christian
7561,37,Canary Avenue,Gemma,French,23,Daughter,Single,Female,Scientific laboratory technician,None,Christian
7562,37,Canary Avenue,Luke,French,21,Son,Single,Male,University Student,None,Christian
7563,37,Canary Avenue,Jasmine,French,20,Daughter,Single,Female,University Student,None,None
7564,37,Canary Avenue,Dylan,French,16,Son,NA,Male,Student,None,NA
7565,38,Canary Avenue,William,McDonald,42,Head,Single,Male,Structural engineer,None,None
7566,39,Canary Avenue,Ryan,Pearson,26,Head,Single,M,Geographical information systems officer,None,None
7567,39,Canary Avenue,Carly,Elliott,34,None,Single,Female,"Pharmacist, hospital",None,None
7568,39,Canary Avenue,Martyn,Brown,54,None,Single,male,"Engineer, broadcasting (operations)",None,Methodist
7569,39,Canary Avenue,Gordon,Williams,31,None,Single,Male,"Journalist, broadcasting",None,Christian
7570,39,Canary Avenue,Diana,Brown,57,None,Divorced,Female,"Investment banker, operational",None,None
7571,39,Canary Avenue,Elliot,Roberts,39,None,Single,Male,Agricultural engineer,Unknown Infection,Catholic
7572,39,Canary Avenue,Jean,Rose,45,None,Single,Female,"Pilot, airline",None,None
7573,40,Canary Avenue,June,Coates,45,Head,Married,Female,Claims inspector/assessor,None,Methodist
7574,40,Canary Avenue,Terry,Coates,46,Husband,Married,Male,Volunteer coordinator,None,Methodist
7575,40,Canary Avenue,Chelsea,Coates,21,Daughter,Single,Female,University Student,None,None
7576,40,Canary Avenue,Ashleigh,Coates,18,Daughter,Single,Female,Student,None,Methodist
7577,40,Canary Avenue,Lee,Coates,15,Son,NA,Male,Student,None,NA
7578,41,Canary Avenue,Rosemary,Hill,33,Head,Single,Female,Unemployed,None,None
7579,41,Canary Avenue,Joyce,Hill,3,Daughter,NA,Female,Child,None,NA
7580,41,Canary Avenue,Natasha,Hill,0,Daughter,NA,Female,Child,None,NA
7581,41,Canary Avenue,Lynne,Holmes,49,Lodger,Single,Female,Operations geologist,None,None
7582,41,Canary Avenue,Yvonne,Byrne,48,Lodger,Divorced,Female,Sales promotion account executive,None,None
7583,42,Canary Avenue,Carol,Griffiths,54,Head,Married,Female,Publishing rights manager,None,Christian
7584,42,Canary Avenue,Dennis,Griffiths,49,Husband,Married,Male,Barrister's clerk,None,Christian
7585,42,Canary Avenue,Jason,Griffiths,28,Son,Single,Male,Production engineer,None,None
7586,42,Canary Avenue,Francis,Griffiths,26,Son,Single,Male,Phytotherapist,None,None
7587,42,Canary Avenue,Adam,Griffiths,23,Son,Single,Male,Adult guidance worker,None,Christian
7588,42,Canary Avenue,Lesley,Griffiths,2,Daughter,NA,Female,Child,None,NA
7589,43,Canary Avenue,Tracey,Morton,47,Head,Married,Female,Merchant navy officer,None,Catholic
7590,43,Canary Avenue,Frederick,Morton,46,Husband,Married,Male,"Nurse, adult",None,None
7591,43,Canary Avenue,Bernard,Morton,6,Son,NA,Male,Student,None,NA
7592,43,Canary Avenue,Adam,Morton,4,Son,NA,Male,Child,None,NA
7593,44,Canary Avenue,Sian,Little,74,Head,Married,Female,"Retired Administrator, education",None,Methodist
7594,44,Canary Avenue,Luke,Little,73,Husband,Married,M,"Retired Journalist, magazine",None,Methodist
7595,45,Canary Avenue,Gemma,Scott,34,Head,Married,Female,Media buyer,None,None
7596,45,Canary Avenue,Paul,Scott,39,Husband,Married,Male,"Accountant, chartered public finance",None,None
7597,45,Canary Avenue,Anne,Scott,17,Daughter,NA,Female,Student,None,NA
7598,45,Canary Avenue,Marion,Scott,16,Daughter,NA,Female,Student,None,NA
7599,45,Canary Avenue,Samuel,Scott,14,Son,NA,Male,Student,None,NA
7600,46,Canary Avenue,Tom,Webster,61,Head,Married,Male,Financial risk analyst,None,Methodist
7601,46,Canary Avenue,Julie,Webster,60,Wife,Married,Female,Firefighter,None,Methodist
7602,46,Canary Avenue,Tracy,Stanley,8,Granddaughter,NA,Female,Student,None,NA
7603,46,Canary Avenue,Mandy,Power,4,Granddaughter,NA,Female,Child,None,NA
7604,46,Canary Avenue,Phillip,Grant,4,Grandson,NA,Male,Child,None,NA
7605,46,Canary Avenue,Mohammed,Simpson,3,Grandson,NA,Male,Child,None,NA
7606,46,Canary Avenue,Gemma,Edwards-Simpson,1,Granddaughter,NA,Female,Child,None,NA
7607,46,Canary Avenue,Robert,Turner,30,Lodger,Single,Male,Unemployed,None,None
7608,46,Canary Avenue,Joshua,Wood,61,Lodger,Single,Male,Hydrologist,None,None
7609,46,Canary Avenue,Aimee,Martin,18,Lodger,Divorced,Female,Student,None,NA
7610,46,Canary Avenue,Katy,Miller,53,Lodger,Single,Female,Chartered public finance accountant,None,Christian
7611,46,Canary Avenue,Dale,Daniels,47,Lodger,Single,M,"Engineer, maintenance (IT)",None,None
7612,47,Canary Avenue,Paula,Tomlinson,71,Head,Married,Female,Retired Proofreader,None,None
7613,47,Canary Avenue,Gary,Tomlinson,70,Husband,Married,Male,Unemployed,None,None
7614,47,Canary Avenue,Kenneth,Lee,45,None,Married,m,Sports administrator,None,None
7615,47,Canary Avenue,Paula,Lee,40,None,Married,Female,Probation officer,None,None
7616,47,Canary Avenue,Jennifer,Lee,11,None,NA,Female,Student,None,NA
7617,48,Canary Avenue,Kayleigh,Brown,68,Head,Married,Female,Retired Insurance risk surveyor,None,Christian
7618,48,Canary Avenue,Robin,Brown,67,Husband,Married,Male,Electrical engineer,None,Christian
7619,48,Canary Avenue,Megan,Brown,35,Daughter,Single,f,"Programmer, applications",None,Christian
7620,48,Canary Avenue,Rebecca,Brown,31,Daughter,Single,Female,"Journalist, magazine",None,None
7621,48,Canary Avenue,Jane,Brown,27,Daughter,Single,Female,Commissioning editor,None,None
7622,49,Canary Avenue,Katie,Humphries,76,Head,Widowed,Female,"Retired Therapist, nutritional",None,None
7623,50,Canary Avenue,Ruth,Byrne,26,Head,Married,Female,"Engineer, electrical",None,Housekeeper
7624,50,Canary Avenue,Phillip,Byrne,28,Husband,Married,Male,"Engineer, control and instrumentation",None,None
7625,50,Canary Avenue,Grace,Francis,25,Sibling,Single,Female,Unemployed,None,Muslim
7626,50,Canary Avenue,Dean,Joyce,64,Lodger,Single,Male,Hospital doctor,None,Christian
7627,50,Canary Avenue,Naomi,Pearce,31,Lodger,Single,Female,"Psychologist, educational",None,Muslim
7628,50,Canary Avenue,Harry,Jones,19,Lodger,Single,Male,University Student,None,Methodist
7629,50,Canary Avenue,Jamie,Green,34,Lodger,Single,Male,Unemployed,None,None
7630,50,Canary Avenue,John,Robinson,55,Cousin,Divorced,Male,"Education officer, community",None,None
7631,50,Canary Avenue,Marie,Hall,19,Lodger,Divorced,Female,University Student,None,None
7632,51,Canary Avenue,Andrew,Williams,73,Head,Married,Male,"Retired Surveyor, land/geomatics",None,None
7633,51,Canary Avenue,Jacqueline,Williams,72,Wife,Married,Female,"Retired Conservator, furniture",None,None
7634,52,Canary Avenue,Tina,Owen,62,Head,Married,Female,Paramedic,None,Christian
7635,52,Canary Avenue,Maurice,Owen,60,Husband,Married,M,Nutritional therapist,None,Christian
7636,52,Canary Avenue,Phillip,Nelson-Owen,25,Son,Single,Male,"Conservation officer, nature",None,None
7637,52,Canary Avenue,Mohammed,Nelson-Owen,22,Son,Divorced,Male,University Student,None,None
7638,52,Canary Avenue,Gerald,Nelson-Owen,19,Son,Single,Male,Psychiatrist,None,None
7639,52,Canary Avenue,Rita,Nelson-Owen,16,Daughter,NA,Female,Student,None,NA
7640,52,Canary Avenue,Grace,Nelson-Owen,13,Daughter,NA,Female,Student,None,NA
7641,52,Canary Avenue,Stuart,Nelson-Owen,12,Son,NA,Male,Student,None,NA
7642,52,Canary Avenue,Sylvia,Nelson-Owen,6,Daughter,NA,F,Student,None,NA
7643,52,Canary Avenue,Michael,Nelson-Owen,4,Son,NA,Male,Child,None,NA
7644,52,Canary Avenue,Dale,Nelson-Owen,2,Son,NA,Male,Child,None,NA
7645,52,Canary Avenue,Nicholas,Nelson-Owen,1,Son,NA,Male,Child,None,NA
7646,53,Canary Avenue,Jemma,Savage,40,Head,Single,Female,Unemployed,None,None
7647,53,Canary Avenue,Dennis,Savage,15,Son,NA,Male,Student,None,NA
7648,53,Canary Avenue,Simon,Savage,11,Son,NA,Male,Student,None,NA
7649,53,Canary Avenue,Donna,Savage,8,Daughter,NA,Female,Student,None,NA
7650,53,Canary Avenue,Kimberley,Savage,7,Daughter,NA,Female,Student,None,NA
7651,54,Canary Avenue,Shannon,Mann,40,Head,Single,Female,Energy manager,None,None
7652,54,Canary Avenue,Brandon,Khan,38,Partner,Single,Male,Chief Strategy Officer,None,None
7653,54,Canary Avenue,Carly,Mann,1,Daughter,NA,Female,Child,None,NA
7654,54,Canary Avenue,Marion,Clark,55,Lodger,Divorced,Female,Building surveyor,None,Christian
7655,55,Canary Avenue,Kayleigh,Smith,33,Head,Married,Female,"Teacher, secondary school",None,Muslim
7656,55,Canary Avenue,Toby,Smith,38,Husband,Married,male,Unemployed,None,Muslim
7657,55,Canary Avenue,Ian,Smith,16,Son,NA,Male,Student,None,NA
7658,55,Canary Avenue,Roy,Smith,12,Son,NA,Male,Student,None,NA
7659,55,Canary Avenue,Dawn,Smith,10,Daughter,NA,Female,Student,None,NA
7660,56,Canary Avenue,Amy,Archer,45,Head,Divorced,f,Social researcher,None,Catholic
7661,56,Canary Avenue,Leon,Archer,4,Son,NA,Male,Child,None,NA
7662,56,Canary Avenue,Bradley,Archer,2,Son,NA,Male,Child,None,NA
7663,56,Canary Avenue,Clare,Archer,0,Daughter,NA,Female,Child,None,NA
7664,56,Canary Avenue,Gregory,Rowe,60,Lodger,Single,Male,"Scientist, research (medical)",None,None
7665,57,Canary Avenue,Hazel,Scott,44,Head,Married,Female,Neurosurgeon,None,None
7666,57,Canary Avenue,Francis,Scott,46,Husband,Married,Male,"Engineer, chemical",None,None
7667,57,Canary Avenue,Lindsey,Scott,14,Daughter,NA,Female,Student,None,NA
7668,57,Canary Avenue,Arthur,Scott,12,Son,NA,Male,Student,None,NA
7669,57,Canary Avenue,Elliot,Scott,8,Son,NA,Male,Student,None,NA
